period,date,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
First Lockdown,2020-04-30,-66,-13,-54,-71,-58,23
First Lockdown,2020-04-30,-70,-18,-54,-64,-55,21
First Lockdown,2020-04-30,-72,-23,-53,-70,-52,20
First Lockdown,2020-04-30,-92,-33,-93,-81,-82,39
First Lockdown,2020-04-30,-74,-12,-66,-79,-70,33
First Lockdown,2020-04-30,-81,-34,-84,-84,-63,28
First Lockdown,2020-04-30,-66,-18,-52,-75,-61,29
First Lockdown,2020-04-30,-72,-19,-68,-71,-63,27
First Lockdown,2020-04-30,-64,-9,-43,-66,-51,21
First Lockdown,2020-04-30,-67,-6,-57,-65,-54,22
First Lockdown,2020-04-30,-72,-16,-58,-61,-59,26
First Lockdown,2020-04-30,-74,-19,-63,-67,-60,27
First Lockdown,2020-04-30,-72,-12,-48,-75,-57,23
First Lockdown,2020-04-30,-73,-16,-51,-78,-60,28
First Lockdown,2020-04-30,-75,-26,-67,-58,-58,24
First Lockdown,2020-04-30,-69,-13,-38,-66,-57,23
First Lockdown,2020-04-30,-69,-20,-48,-74,-56,22
First Lockdown,2020-04-30,-67,-15,-47,-65,-58,23
First Lockdown,2020-04-30,-70,-4,-59,-81,-61,26
First Lockdown,2020-04-30,-66,-8,-49,-63,-54,23
First Lockdown,2020-04-30,-71,-17,-54,-70,-59,25
First Lockdown,2020-04-30,-64,-14,-47,-78,-57,24
First Lockdown,2020-04-30,-73,-16,-61,-75,-64,28
First Lockdown,2020-04-30,-68,-26,-49,-61,-54,21
First Lockdown,2020-04-30,-70,-12,-59,-74,-60,26
First Lockdown,2020-04-30,-72,-12,-58,-77,-60,23
First Lockdown,2020-04-30,-67,-16,-29,-70,-54,23
First Lockdown,2020-04-30,-60,-5,-53,-60,-50,21
First Lockdown,2020-04-30,-70,-11,-77,-82,-75,36
First Lockdown,2020-04-30,-75,-29,-68,-75,-59,24
First Lockdown,2020-04-30,-65,-9,-42,-72,-56,24
First Lockdown,2020-04-30,-65,-12,-23,,-54,23
First Lockdown,2020-04-30,-67,-11,-49,-56,-58,24
First Lockdown,2020-04-30,-69,-14,-47,-67,-53,23
First Lockdown,2020-04-30,-67,-16,-50,-62,-56,21
First Lockdown,2020-04-30,-70,-11,-44,-72,-54,24
First Lockdown,2020-04-30,-73,-12,-41,-75,-57,25
First Lockdown,2020-04-30,-71,-9,-65,-76,-62,26
First Lockdown,2020-04-30,-67,-12,-28,-74,-54,24
First Lockdown,2020-04-30,-72,-13,-59,-73,-61,25
First Lockdown,2020-04-30,-73,-16,-68,-78,-63,28
First Lockdown,2020-04-30,-62,-7,-32,-62,-55,23
First Lockdown,2020-04-30,-73,-13,-38,-78,-54,24
First Lockdown,2020-04-30,-71,-17,-53,-73,-60,26
First Lockdown,2020-04-30,-65,-9,-56,-82,-70,33
First Lockdown,2020-04-30,-75,-20,-69,-82,-70,33
First Lockdown,2020-04-30,-70,-13,-45,-72,-57,22
First Lockdown,2020-04-30,-69,-7,-44,-60,-54,22
First Lockdown,2020-04-30,-72,-10,-38,-73,-57,24
First Lockdown,2020-04-30,-73,-21,-54,-62,-57,22
First Lockdown,2020-04-30,-74,-20,-65,-78,-64,29
First Lockdown,2020-04-30,-76,-24,-82,-74,-61,30
First Lockdown,2020-04-30,-74,-18,-61,-79,-65,31
First Lockdown,2020-04-30,-71,-16,-56,-71,-64,27
First Lockdown,2020-04-30,-70,-16,-51,-72,-61,26
First Lockdown,2020-04-30,-65,-7,-52,-77,-58,25
First Lockdown,2020-04-30,-67,-5,-37,-70,-53,22
First Lockdown,2020-04-30,-66,-16,-48,-68,-55,21
First Lockdown,2020-04-30,-70,-26,-50,-65,-54,21
First Lockdown,2020-04-30,-68,-16,-45,-71,-56,23
First Lockdown,2020-04-30,-71,-14,-52,-76,-58,25
First Lockdown,2020-04-30,-71,-9,-53,-69,-57,23
First Lockdown,2020-04-30,-72,-20,-51,-74,-56,22
First Lockdown,2020-04-30,-67,-16,-62,-63,-57,24
First Lockdown,2020-04-30,-74,-14,-68,-76,-61,24
First Lockdown,2020-04-30,-72,-12,-47,-74,-57,26
First Lockdown,2020-04-30,-71,-8,-58,-78,-60,26
First Lockdown,2020-04-30,-72,-18,-59,-75,-60,25
First Lockdown,2020-04-30,-69,-14,-46,-73,-60,26
First Lockdown,2020-04-30,-69,-14,-59,-76,-61,25
First Lockdown,2020-04-30,-69,-19,-45,-72,-55,22
First Lockdown,2020-04-30,-70,-15,-63,-77,-64,26
First Lockdown,2020-04-30,-74,-17,-44,-78,-61,26
First Lockdown,2020-04-30,-72,-14,-46,-78,-57,24
First Lockdown,2020-05-01,-90,-88,-65,-88,-86,39
First Lockdown,2020-05-01,-94,-93,-74,-91,-90,43
First Lockdown,2020-05-01,-92,-92,-61,-87,-87,40
First Lockdown,2020-05-01,-92,-91,-62,-91,-87,42
First Lockdown,2020-05-01,-89,-90,-53,-92,-85,39
First Lockdown,2020-05-01,-93,-92,-60,,-82,
First Lockdown,2020-05-01,-92,-91,-62,-89,-88,42
First Lockdown,2020-05-01,-90,-92,-67,-87,-88,41
First Lockdown,2020-05-01,-93,-93,-61,-87,-88,43
First Lockdown,2020-05-01,-92,-91,-53,-91,-86,41
First Lockdown,2020-05-01,-91,-90,-84,-84,-83,38
First Lockdown,2020-05-01,-91,-96,-54,-91,-85,38
First Lockdown,2020-05-01,-89,-79,-62,-91,-90,45
First Lockdown,2020-05-01,-93,-91,-66,-90,-90,46
First Lockdown,2020-05-01,-92,-83,-73,-91,-89,44
First Lockdown,2020-05-01,-90,-90,-67,-89,-88,41
First Lockdown,2020-05-01,-90,-89,-66,-86,-86,39
First Lockdown,2020-05-01,-90,-70,-68,-86,-92,47
First Lockdown,2020-05-01,-91,-91,-55,-89,-86,40
First Lockdown,2020-05-01,-92,-91,-69,-84,-84,41
First Lockdown,2020-05-01,-93,-92,-66,-82,-86,38
First Lockdown,2020-05-01,-89,-93,-70,,-77,
First Lockdown,2020-05-01,-90,-91,-53,-83,-85,41
First Lockdown,2020-05-01,-90,-88,-66,-92,-88,42
First Lockdown,2020-05-01,-93,-86,-82,-94,-91,47
First Lockdown,2020-05-01,-92,-91,-60,-87,-88,42
First Lockdown,2020-05-01,-90,-88,-63,-91,-86,41
First Lockdown,2020-05-01,-87,-78,-57,-76,-79,32
First Lockdown,2020-05-01,-93,-94,-73,-94,-88,41
First Lockdown,2020-05-01,-93,-95,-68,-90,-88,41
First Lockdown,2020-05-01,-91,-87,-71,-87,-88,42
First Lockdown,2020-05-01,-92,-93,-72,-87,-88,41
First Lockdown,2020-05-01,-95,-70,-93,-87,-91,46
First Lockdown,2020-05-01,-91,-92,-62,-87,-87,45
First Lockdown,2020-05-01,-94,-89,-79,-91,-90,47
First Lockdown,2020-05-01,-92,-90,-79,-91,-88,44
First Lockdown,2020-05-01,-88,-85,-59,-87,-82,34
First Lockdown,2020-05-01,-92,-89,-70,-89,-87,39
First Lockdown,2020-05-01,-93,-92,-80,-93,-88,43
First Lockdown,2020-05-01,-92,-91,-63,-91,-89,44
First Lockdown,2020-05-01,-92,-89,-71,-89,-87,40
First Lockdown,2020-05-01,-90,-88,-63,-92,-87,41
First Lockdown,2020-05-01,-91,-87,-55,,-83,37
First Lockdown,2020-05-01,-89,-87,-49,-79,-83,36
First Lockdown,2020-05-01,-91,-91,-53,-83,-86,38
First Lockdown,2020-05-01,-89,-77,-67,-84,-86,37
First Lockdown,2020-05-01,-90,-91,-67,-86,-85,38
First Lockdown,2020-05-01,-91,-87,-66,-86,-86,40
First Lockdown,2020-05-01,-90,-90,-71,-89,-88,42
First Lockdown,2020-05-01,-90,-89,-67,-91,-88,42
First Lockdown,2020-05-01,-88,-71,-65,-79,-87,42
First Lockdown,2020-05-01,-88,-82,-63,-85,-83,35
First Lockdown,2020-05-01,-90,-92,-61,-88,-85,38
First Lockdown,2020-05-01,-92,-90,-66,-85,-87,42
First Lockdown,2020-05-01,-90,-91,-70,-83,-83,35
First Lockdown,2020-05-01,-92,-92,-75,-88,-86,40
First Lockdown,2020-05-01,-92,-93,-55,-90,-86,38
First Lockdown,2020-05-01,-92,-92,-58,-80,-84,37
First Lockdown,2020-05-01,-89,-72,-69,-83,-90,45
First Lockdown,2020-05-01,-90,-89,-73,-91,-90,42
First Lockdown,2020-05-01,-93,-90,-75,-83,-85,41
First Lockdown,2020-05-01,-92,-90,-53,-92,-89,42
First Lockdown,2020-05-01,-91,-87,-67,-90,-84,37
First Lockdown,2020-05-01,-90,-83,-73,-90,-91,46
First Lockdown,2020-05-01,-92,-89,-74,-91,-89,45
First Lockdown,2020-05-01,-89,-81,-59,-85,-86,39
First Lockdown,2020-05-01,-90,-93,-70,-90,-85,38
First Lockdown,2020-05-01,-91,-90,-54,-86,-87,42
First Lockdown,2020-05-01,-94,-92,-58,-91,-88,41
First Lockdown,2020-05-01,-91,-90,-51,-91,-83,41
First Lockdown,2020-05-01,-92,-93,-63,-87,-87,41
First Lockdown,2020-05-01,-93,-89,-82,-89,-81,38
First Lockdown,2020-05-01,-92,-89,-77,-91,-88,44
First Lockdown,2020-05-01,-89,-81,-67,-85,-85,37
First Lockdown,2020-05-01,-89,-88,-54,-88,-84,40
First Lockdown,2020-05-01,-89,-91,-70,-88,-87,40
First Lockdown,2020-05-01,-92,-88,-68,-90,-87,43
First Lockdown,2020-05-01,-88,-79,-60,-78,-79,32
First Lockdown,2020-05-01,-92,-93,-60,,-86,41
First Lockdown,2020-05-01,-91,-75,-83,-86,-90,45
First Lockdown,2020-05-01,-92,-91,-69,-88,-87,41
First Lockdown,2020-05-01,-91,-91,-74,-82,-85,38
First Lockdown,2020-05-01,-91,-91,-65,-88,-85,38
First Lockdown,2020-05-01,-89,-88,-57,-89,-85,39
First Lockdown,2020-05-01,-89,-85,-59,-88,-85,37
First Lockdown,2020-05-01,-90,-93,-53,,-84,41
First Lockdown,2020-05-01,-94,-95,-70,-83,-88,
First Lockdown,2020-05-01,-91,-90,-61,-89,-86,40
First Lockdown,2020-05-01,-92,-90,-64,-92,-87,39
First Lockdown,2020-05-01,-92,-93,-51,-85,-85,36
First Lockdown,2020-05-01,-93,-95,-54,-83,-82,
First Lockdown,2020-05-01,-91,-90,-60,-92,-89,44
First Lockdown,2020-05-01,-89,-78,-55,-89,-89,43
First Lockdown,2020-05-01,-90,-88,-52,-77,-86,40
First Lockdown,2020-05-01,-87,-89,-60,-91,-88,42
First Lockdown,2020-05-01,-92,-93,-60,-86,-86,39
First Lockdown,2020-05-01,-95,-91,-89,-94,-87,43
First Lockdown,2020-05-01,-92,-93,-70,-90,-88,41
First Lockdown,2020-05-01,-91,-89,-75,-87,-85,38
First Lockdown,2020-05-01,-90,-90,-53,-87,-85,40
First Lockdown,2020-05-01,-92,-95,-59,-84,-85,37
First Lockdown,2020-05-01,-91,-88,-85,-86,-83,44
First Lockdown,2020-05-01,-91,-88,-73,-93,-88,41
First Lockdown,2020-05-01,-92,-91,-70,-84,-85,38
First Lockdown,2020-05-01,-88,-90,-60,-89,-84,39
First Lockdown,2020-05-01,-88,-80,-62,-84,-79,32
First Lockdown,2020-05-01,-93,-92,-54,-94,-88,45
First Lockdown,2020-05-01,-92,-91,-53,-88,-89,47
First Lockdown,2020-05-01,-92,-92,-70,-93,-88,40
First Lockdown,2020-05-01,-88,-83,-56,-76,-81,32
First Lockdown,2020-05-02,-74,-26,-57,-62,-40,19
First Lockdown,2020-05-02,-79,-32,-75,-76,-42,21
First Lockdown,2020-05-02,-74,-24,-59,-77,-44,20
First Lockdown,2020-05-02,-77,-29,-53,-86,-41,18
First Lockdown,2020-05-02,-78,-27,-65,-75,-42,21
First Lockdown,2020-05-02,-76,-24,-70,-81,-51,21
First Lockdown,2020-05-02,-79,-27,-67,-78,-42,20
First Lockdown,2020-05-02,-74,-27,-58,-64,-39,19
First Lockdown,2020-05-02,-82,-37,-72,-72,-45,20
First Lockdown,2020-05-02,-77,-26,-71,-74,-43,21
First Lockdown,2020-05-02,-78,-31,-80,-56,-44,21
First Lockdown,2020-05-02,-78,-38,-76,-67,-45,20
First Lockdown,2020-05-02,-77,-22,-66,-81,-45,19
First Lockdown,2020-05-02,-74,-31,-58,-64,-43,17
First Lockdown,2020-05-02,-80,-29,-57,-83,-41,22
First Lockdown,2020-05-02,-75,-23,-65,-76,-45,19
First Lockdown,2020-05-02,-77,-26,-70,-70,-49,21
First Lockdown,2020-05-02,-80,-34,-60,-85,-42,21
First Lockdown,2020-05-02,-75,-20,-66,-66,-55,22
First Lockdown,2020-05-02,-78,-30,-67,-74,-48,20
First Lockdown,2020-05-02,-79,-28,-65,-69,-41,20
First Lockdown,2020-05-02,-79,-33,-74,-71,-43,22
First Lockdown,2020-05-02,-76,-25,-64,-65,-42,21
First Lockdown,2020-05-02,-79,-37,-69,-74,-45,19
First Lockdown,2020-05-02,-80,-32,-67,-78,-43,17
First Lockdown,2020-05-02,-85,-47,-87,-92,-56,23
First Lockdown,2020-05-02,-74,-19,-52,-62,-57,23
First Lockdown,2020-05-02,-78,-28,-57,-69,-47,19
First Lockdown,2020-05-02,-74,-34,-80,-71,-40,20
First Lockdown,2020-05-02,-79,-29,-55,-79,-42,21
First Lockdown,2020-05-02,-77,-29,-65,-70,-44,19
First Lockdown,2020-05-02,-72,-26,-51,-79,-52,21
First Lockdown,2020-05-02,-75,-28,-55,-77,-41,22
First Lockdown,2020-05-02,-80,-32,-83,-83,-49,23
First Lockdown,2020-05-02,-73,-17,-60,-69,-40,19
First Lockdown,2020-05-02,-80,-29,-49,-79,-44,19
First Lockdown,2020-05-02,-76,-25,-66,-72,-43,20
First Lockdown,2020-05-02,-79,-35,-73,-75,-45,22
First Lockdown,2020-05-02,-77,-22,-68,-71,-45,20
First Lockdown,2020-05-02,-92,-32,-92,-79,-60,24
First Lockdown,2020-05-02,-79,-30,-58,-75,-46,21
First Lockdown,2020-05-02,-80,-20,-61,,-37,19
First Lockdown,2020-05-02,-78,-32,-71,-70,-41,22
First Lockdown,2020-05-02,-81,-33,-70,-67,-45,21
First Lockdown,2020-05-02,-82,-47,-76,-79,-49,21
First Lockdown,2020-05-02,-80,-31,-70,-77,-43,22
First Lockdown,2020-05-02,-80,-22,-81,-73,-54,23
First Lockdown,2020-05-02,-79,-32,-70,-82,-45,22
First Lockdown,2020-05-02,-78,-30,-65,-75,-46,20
First Lockdown,2020-05-02,-76,-29,-66,-73,-44,20
First Lockdown,2020-05-02,-76,-29,-77,-78,-44,21
First Lockdown,2020-05-02,-80,-26,-58,-77,-44,21
First Lockdown,2020-05-02,-76,-27,-60,-58,-42,19
First Lockdown,2020-05-02,-78,-36,-72,-84,-46,21
First Lockdown,2020-05-02,-80,-31,-76,-81,-47,22
First Lockdown,2020-05-02,-72,-25,-54,-71,-39,21
First Lockdown,2020-05-02,-73,-29,-57,-72,-43,18
First Lockdown,2020-05-02,-73,-26,-51,-73,-41,20
First Lockdown,2020-05-02,-79,-33,-67,-77,-44,20
First Lockdown,2020-05-02,-79,-29,-69,-71,-45,22
First Lockdown,2020-05-02,-79,-28,-66,-79,-41,19
First Lockdown,2020-05-02,-76,-29,-59,-64,-41,18
First Lockdown,2020-05-02,-76,-28,-75,-76,-45,20
First Lockdown,2020-05-02,-77,-29,-64,-69,-42,17
First Lockdown,2020-05-02,-76,-28,-73,-77,-44,20
First Lockdown,2020-05-02,-76,-23,-70,-65,-45,19
First Lockdown,2020-05-02,-77,-26,-66,-73,-43,20
First Lockdown,2020-05-02,-74,-28,-68,-79,-42,18
First Lockdown,2020-05-02,-79,-17,-63,-69,-54,22
First Lockdown,2020-05-02,-65,-22,-72,,-32,
First Lockdown,2020-05-02,-76,-26,-73,-75,-51,21
First Lockdown,2020-05-02,-77,-30,-64,-75,-46,20
First Lockdown,2020-05-02,-82,-27,-68,-84,-46,20
First Lockdown,2020-05-02,-72,-31,-59,-69,-41,20
First Lockdown,2020-05-02,-77,-24,-65,-80,-42,19
First Lockdown,2020-05-02,-83,-38,-84,-71,-43,19
First Lockdown,2020-05-02,-77,-27,-63,-78,-44,20
First Lockdown,2020-05-02,-79,-30,-66,-80,-44,21
First Lockdown,2020-05-02,-75,-25,-64,-75,-42,20
First Lockdown,2020-05-02,-76,-32,-58,-73,-42,18
First Lockdown,2020-05-02,-75,-23,-64,-83,-41,20
First Lockdown,2020-05-02,-80,-31,-66,-78,-45,21
First Lockdown,2020-05-02,-81,-36,-76,-78,-47,23
First Lockdown,2020-05-02,-80,-31,-66,-83,-47,19
First Lockdown,2020-05-02,-78,-27,-77,-78,-45,21
First Lockdown,2020-05-02,-76,-30,-57,-76,-40,20
First Lockdown,2020-05-02,-77,-31,-54,-89,-43,18
First Lockdown,2020-05-02,-72,-25,-54,-79,-39,18
First Lockdown,2020-05-02,-72,-29,-58,-81,-40,
First Lockdown,2020-05-02,-81,-32,-71,-82,-43,23
First Lockdown,2020-05-02,-79,-28,-75,-79,-47,22
First Lockdown,2020-05-02,-79,-29,-70,-78,-46,19
First Lockdown,2020-05-02,-77,-30,-82,-74,-45,21
First Lockdown,2020-05-02,-77,-24,-64,-70,-44,20
First Lockdown,2020-05-02,-80,-31,-71,-78,-44,23
First Lockdown,2020-05-02,-79,-27,-64,-62,-41,20
First Lockdown,2020-05-02,-78,-26,-72,-73,-46,21
First Lockdown,2020-05-02,-83,-35,-76,-87,-47,22
First Lockdown,2020-05-02,-76,-31,-68,-68,-42,19
First Lockdown,2020-05-02,-78,-29,-61,-81,-44,20
First Lockdown,2020-05-02,-76,-28,-66,-80,-39,20
First Lockdown,2020-05-02,-78,-24,-65,-77,-45,19
First Lockdown,2020-05-02,-82,-33,-86,-80,-52,23
First Lockdown,2020-05-02,-73,-23,-45,,-40,20
First Lockdown,2020-05-02,-75,-31,-65,-80,-46,22
First Lockdown,2020-05-02,-78,-29,-64,-72,-41,18
First Lockdown,2020-05-02,-76,-28,-58,-61,-39,18
First Lockdown,2020-05-02,-72,-25,-56,-84,-44,20
First Lockdown,2020-05-02,-71,-23,-52,-80,-50,21
First Lockdown,2020-05-02,-76,-31,-69,-69,-46,20
First Lockdown,2020-05-03,-81,-44,-55,-72,-41,14
First Lockdown,2020-05-03,-74,-59,-60,-88,-36,14
First Lockdown,2020-05-03,-80,-53,-64,-81,-39,13
First Lockdown,2020-05-03,-78,-46,-71,-88,-38,14
First Lockdown,2020-05-03,-73,-52,-61,-66,-32,
First Lockdown,2020-05-03,-80,-44,-52,-86,-44,16
First Lockdown,2020-05-03,-78,-65,-55,-82,-37,14
First Lockdown,2020-05-03,-80,-59,-66,-85,-39,15
First Lockdown,2020-05-03,-80,-56,-61,-83,-33,15
First Lockdown,2020-05-03,-85,-54,-54,-71,-54,17
First Lockdown,2020-05-03,-75,-52,-42,-71,-27,15
First Lockdown,2020-05-03,-76,-61,-54,-71,-35,14
First Lockdown,2020-05-03,-80,-54,-69,-79,-35,14
First Lockdown,2020-05-03,-81,-56,-67,-76,-39,16
First Lockdown,2020-05-03,-83,-51,-65,-85,-35,14
First Lockdown,2020-05-03,-84,-67,-61,-82,-35,15
First Lockdown,2020-05-03,-84,-52,-75,-78,-45,16
First Lockdown,2020-05-03,-83,-62,-59,-82,-33,14
First Lockdown,2020-05-03,-79,-65,-57,-74,-34,15
First Lockdown,2020-05-03,-77,-60,-53,-66,-33,14
First Lockdown,2020-05-03,-75,-56,-49,-88,-33,13
First Lockdown,2020-05-03,-76,-64,-42,,-29,
First Lockdown,2020-05-03,-79,-61,-62,-87,-41,14
First Lockdown,2020-05-03,-83,-46,-66,-72,-49,18
First Lockdown,2020-05-03,-82,-61,-73,-74,-47,17
First Lockdown,2020-05-03,-78,-60,-67,-74,-37,15
First Lockdown,2020-05-03,-76,-54,-51,-73,-36,14
First Lockdown,2020-05-03,-76,-61,-54,-68,-36,15
First Lockdown,2020-05-03,-77,-57,-56,-71,-35,16
First Lockdown,2020-05-03,-93,-52,-91,-81,-55,20
First Lockdown,2020-05-03,-77,-53,-60,-75,-30,14
First Lockdown,2020-05-03,-81,-52,-75,-83,-38,15
First Lockdown,2020-05-03,-79,-66,-57,-70,-39,14
First Lockdown,2020-05-03,-78,-57,-66,-80,-35,14
First Lockdown,2020-05-03,-79,-48,-61,-77,-34,13
First Lockdown,2020-05-03,-75,-61,-70,-83,-32,14
First Lockdown,2020-05-03,-81,-64,-50,-81,-39,
First Lockdown,2020-05-03,-77,-60,-64,-70,-37,14
First Lockdown,2020-05-03,-84,-42,-66,-72,-50,17
First Lockdown,2020-05-03,-80,-56,-54,-87,-36,14
First Lockdown,2020-05-03,-82,-59,-60,-83,-38,15
First Lockdown,2020-05-03,-81,-54,-74,-80,-39,15
First Lockdown,2020-05-03,-81,-53,-70,-73,-36,14
First Lockdown,2020-05-03,-76,-66,-53,,-32,14
First Lockdown,2020-05-03,-80,-57,-68,-87,-37,15
First Lockdown,2020-05-03,-78,-64,-48,-85,-39,15
First Lockdown,2020-05-03,-81,-49,-66,-78,-34,14
First Lockdown,2020-05-03,-80,-59,-62,-78,-39,16
First Lockdown,2020-05-03,-79,-56,-63,-76,-37,16
First Lockdown,2020-05-03,-82,-68,-51,-87,-36,14
First Lockdown,2020-05-03,-82,-56,-63,-61,-35,15
First Lockdown,2020-05-03,-78,-60,-48,-85,-33,14
First Lockdown,2020-05-03,-80,-63,-62,-80,-37,16
First Lockdown,2020-05-03,-78,-53,-69,-79,-37,14
First Lockdown,2020-05-03,-81,-62,-39,-74,-41,13
First Lockdown,2020-05-03,-80,-58,-54,-77,-40,14
First Lockdown,2020-05-03,-78,-58,-71,-78,-35,15
First Lockdown,2020-05-03,-79,-63,-55,-80,-36,15
First Lockdown,2020-05-03,-76,-49,-59,-71,-32,14
First Lockdown,2020-05-03,-82,-61,-69,-81,-38,16
First Lockdown,2020-05-03,-82,-53,-63,-80,-34,16
First Lockdown,2020-05-03,-77,-64,-55,-86,-35,16
First Lockdown,2020-05-03,-80,-60,-61,-79,-33,14
First Lockdown,2020-05-03,-79,-44,-61,-62,-32,14
First Lockdown,2020-05-03,-79,-63,-69,-76,-39,15
First Lockdown,2020-05-03,-80,-52,-65,-73,-36,14
First Lockdown,2020-05-03,-78,-55,-41,-76,-31,15
First Lockdown,2020-05-03,-79,-63,-66,-81,-35,15
First Lockdown,2020-05-03,-78,-57,-69,-82,-38,14
First Lockdown,2020-05-03,-80,-52,-62,-88,-40,14
First Lockdown,2020-05-03,-79,-50,-66,-69,-36,
First Lockdown,2020-05-03,-79,-56,-67,-76,-36,16
First Lockdown,2020-05-03,-78,-56,-69,-65,-38,15
First Lockdown,2020-05-03,-84,-60,-49,-78,-37,14
First Lockdown,2020-05-03,-80,-52,-54,,-30,
First Lockdown,2020-05-03,-83,-61,-60,-71,-41,14
First Lockdown,2020-05-03,-83,-51,-54,-85,-47,16
First Lockdown,2020-05-03,-87,-72,-69,-81,-50,
First Lockdown,2020-05-03,-80,-52,-61,-81,-38,18
First Lockdown,2020-05-03,-79,-58,-60,-85,-35,15
First Lockdown,2020-05-03,,,-62,,-23,
First Lockdown,2020-05-03,-81,-46,-58,-62,-35,13
First Lockdown,2020-05-03,-79,-64,-49,-67,-36,
First Lockdown,2020-05-03,-81,-55,-72,-84,-37,15
First Lockdown,2020-05-03,-78,-49,-60,-85,-32,13
First Lockdown,2020-05-03,-87,-53,-69,-85,-46,15
First Lockdown,2020-05-03,-81,-56,-49,-82,-32,
First Lockdown,2020-05-03,-84,-47,-76,-75,-44,17
First Lockdown,2020-05-03,-70,-52,-55,-71,-31,15
First Lockdown,2020-05-03,-73,-62,-49,-74,-36,15
First Lockdown,2020-05-03,-79,-55,-57,-77,-33,15
First Lockdown,2020-05-03,-79,-61,-63,-74,-34,15
First Lockdown,2020-05-03,-75,,-42,-74,-36,
First Lockdown,2020-05-03,-78,-54,-51,-66,-33,13
First Lockdown,2020-05-03,-76,-62,-67,-85,-33,14
First Lockdown,2020-05-03,-78,-54,-51,-75,-35,15
First Lockdown,2020-05-03,-78,-55,-50,-78,-34,
First Lockdown,2020-05-03,-80,-51,-48,-83,-35,15
First Lockdown,2020-05-03,,,-50,-77,-32,
First Lockdown,2020-05-03,-87,-53,-80,-77,-49,18
First Lockdown,2020-05-03,-78,-52,-46,-82,-38,14
First Lockdown,2020-05-03,-77,-61,-53,-83,-27,14
First Lockdown,2020-05-03,-77,-51,-47,-75,-29,14
First Lockdown,2020-05-03,-83,-67,-78,-65,-34,14
First Lockdown,2020-05-03,-90,-69,-81,-88,-55,17
First Lockdown,2020-05-03,-82,-52,-73,-75,-39,15
First Lockdown,2020-05-03,-78,-63,-67,-68,-38,16
First Lockdown,2020-05-03,-79,-57,-67,-84,-36,15
First Lockdown,2020-05-03,-80,-49,-62,-78,-35,14
First Lockdown,2020-05-03,-82,-46,-69,-75,-35,15
First Lockdown,2020-05-04,-65,-26,-40,-63,-52,22
First Lockdown,2020-05-04,-68,-14,-56,-70,-72,32
First Lockdown,2020-05-04,-65,-24,-45,-65,-50,21
First Lockdown,2020-05-04,-65,-25,-32,-66,-49,21
First Lockdown,2020-05-04,-63,-18,-45,-68,-54,21
First Lockdown,2020-05-04,-73,-28,-26,-74,-56,23
First Lockdown,2020-05-04,-67,-30,-40,-62,-50,20
First Lockdown,2020-05-04,-67,-23,-46,-70,-55,22
First Lockdown,2020-05-04,-73,-35,-52,-67,-53,21
First Lockdown,2020-05-04,-63,-24,-23,-56,-52,20
First Lockdown,2020-05-04,-72,-31,-40,-75,-63,28
First Lockdown,2020-05-04,-63,-23,-17,-68,-56,26
First Lockdown,2020-05-04,-70,-26,-46,-73,-59,26
First Lockdown,2020-05-04,-68,-26,-40,-66,-50,18
First Lockdown,2020-05-04,-65,-22,-46,-62,-51,21
First Lockdown,2020-05-04,-63,-17,-44,-74,-55,24
First Lockdown,2020-05-04,-72,-23,-50,-78,-67,30
First Lockdown,2020-05-04,-67,-24,-34,-70,-51,23
First Lockdown,2020-05-04,-67,-22,-29,-69,-55,24
First Lockdown,2020-05-04,-59,-20,-15,-59,-49,21
First Lockdown,2020-05-04,-70,-26,-37,-76,-55,24
First Lockdown,2020-05-04,-63,-24,-38,-65,-48,20
First Lockdown,2020-05-04,-63,-21,-30,-69,-53,22
First Lockdown,2020-05-04,-69,-22,-48,-70,-58,25
First Lockdown,2020-05-04,-68,-17,-62,-79,-73,33
First Lockdown,2020-05-04,-67,-27,-21,-65,-52,22
First Lockdown,2020-05-04,-67,-22,-28,-79,-52,23
First Lockdown,2020-05-04,-67,-24,-33,-74,-58,23
First Lockdown,2020-05-04,-64,-30,-37,-59,-50,21
First Lockdown,2020-05-04,-66,-15,-46,-81,-57,25
First Lockdown,2020-05-04,-65,-25,-29,-66,-51,21
First Lockdown,2020-05-04,-70,-29,-35,-73,-57,26
First Lockdown,2020-05-04,-68,-25,-35,-69,-60,27
First Lockdown,2020-05-04,-68,-23,-28,-61,-55,24
First Lockdown,2020-05-04,-69,-22,-40,-69,-56,24
First Lockdown,2020-05-04,-68,-26,-39,-69,-55,24
First Lockdown,2020-05-04,-62,-15,-46,-79,-68,30
First Lockdown,2020-05-04,-68,-20,-37,-72,-56,22
First Lockdown,2020-05-04,-67,-25,-27,-53,-48,20
First Lockdown,2020-05-04,-68,-24,-58,-68,-60,25
First Lockdown,2020-05-04,-57,-25,-40,-51,-48,19
First Lockdown,2020-05-04,-69,-23,-51,-73,-61,26
First Lockdown,2020-05-04,-68,-23,-16,-68,-50,22
First Lockdown,2020-05-04,-71,-21,-47,-74,-68,31
First Lockdown,2020-05-04,-70,-25,-46,-74,-56,24
First Lockdown,2020-05-04,-62,-14,-44,-80,-67,31
First Lockdown,2020-05-04,-69,-23,-19,-59,-54,21
First Lockdown,2020-05-04,-68,-25,-35,-69,-60,24
